Attack Points,Pred Goals,Pred Assist,Passes Received,Last 4 xG,Last 4xA
0,0,0.49,14.25,0,0.445
0,0.09,0.06,4.75,0.0275,0.02
0,0.12,0.03,10.25,0.04,0.095
0,0,0,3,0.0225,0.01
0,0.17,0.06,0.5,0,0.0375
0,0.02,0.15,7,0.0125,0.045
3,0.38,0,3,0.2825,0.015
0,0.06,0.03,2.5,0.015,0.0175
0,0.01,0.02,7.5,0.0125,0.045
0,0.04,0,5.5,0,0.0025
0,0.29,0.16,4.25,0.27,0.0525
0,0.14,0,3,0.1225,0
0,0,0,0.5,0,0
0,0.02,0.15,19.25,0.0125,0.0475
0,0.23,0,1.25,0.16,0.0075
0,0.29,0.03,2.75,0.325,0.0375
0,0.08,0.05,13,0.1075,0.0175
2,0.09,0.03,9.25,0.02,0.03
0,0.17,0.04,2.25,0.08,0.0875
0,0,0,2.75,0,0.0075
2,0.2,0.27,12.75,0,0.0775
0,0,0.06,11.5,0,0.0475
0,0.05,0,1,0,0.0025
6,0.1,0.19,3,0.0175,0.0075
15,0.05,0.46,16.5,0.0625,0.3175
0,0.09,0.04,11.75,0.0125,0.0225
0,0.12,0.06,4,0.0525,0.04
0,0.03,0,2,0.01,0.0025
0,0.01,0.05,7.25,0.0175,0.0775
0,0.27,0.02,6,0.1325,0.0125
7,0.13,0.03,5.25,0.0525,0.03
0,0.03,0,4,0.03,0.035
0,0.17,0,10.25,0.07,0.0125
0,0,0,23.25,0.0425,0.1175
0,0.02,0.05,15.75,0.03,0.06
7,0.06,0.02,10.25,0.02,0.0325
0,0.02,0,1.5,0,0.0075
0,0.03,0.1,14.25,0.02,0.0275
9,0.26,0.04,1.25,0.1925,0.005
0,0.32,0.17,3,0.1475,0.12
0,0.01,0.09,23.5,0.0075,0.0875
0,0.18,0.1,5.25,0.18,0.0225
0,0.06,0.06,0.75,0,0.065
0,0.06,0.04,3.75,0.015,0.0125
0,0.02,0,2.75,0.02,0.0075
0,0.06,0,3,0.0425,0.0025
0,0,0.11,4.5,0.0275,0.02
0,0,0,1,0,0.0025
0,0.03,0.13,2,0.0325,0.0525
0,0,0.01,5,0,0.0025
0,0.06,0.2,10,0.0425,0.1175
0,0,0,2.25,0,0
0,0.02,0,1.25,0.005,0.0275
0,0,0.07,10.25,0,0.055
0,0,0,3.75,0,0.0025
3,0.03,0.11,7.25,0.045,0.06
0,0.15,0.03,2.25,0.0875,0
0,0.05,0.01,2.5,0.0125,0.0125
1,0.17,0.01,4,0.065,0.0125
0,0.06,0.09,4.25,0.02,0.005
0,0,0,1.25,0,0.0025
0,0.01,0,2,0.0125,0.005
0,0.26,0.13,11.5,0.1725,0.135
0,0.09,0.11,6,0.035,0.0075
0,0.12,0.22,2.25,0.0475,0.0075
0,0,0.39,12.25,0,0.19
7,0.01,0.03,1.75,0.01,0.0075
0,0.01,0.09,24,0.005,0.11
0,0,0,8,0,0.0575
0,0.05,0,1.75,0.0125,0.0075
0,0.09,0.06,5.5,0.04,0.03
0,0.12,0.03,10.75,0.0575,0.0925
1,0.01,0.06,9,0.01,0.11
0,0.21,0,5.25,0.1275,0.02
0,0.19,0.06,1.25,0,0
0,0.03,0.16,5.75,0.0125,0.06
0,0.02,0.05,6.75,0.0175,0.06
0,0.45,0,3,0.385,0.01
0,0.07,0.04,3.5,0.01,0.0175
0,0.02,0.02,7.75,0.0125,0.0325
0,0.04,0,5.25,0.02,0.0025
0,0.27,0.15,4.75,0.0725,0.0525
1,0.13,0,3,0.1225,0
0,0.03,0.17,19.75,0.0125,0.02
1,0.25,0,1.75,0.1325,0.0075
6,0.32,0.04,2.25,0.245,0.03
0,0.08,0.06,13.25,0.1075,0.025
0,0.08,0.02,10.75,0.045,0.035
0,0.15,0.04,2,0.0375,0.0625
0,0,0,2.25,0,0.005
0,0.17,0.24,8.5,0.0475,0.0625
0,0.06,0,0.75,0.0125,0.0025
0,0,0.01,3.75,0,0.0025
0,0,0.07,8.5,0,0.0275
0,0.05,0.55,12.5,0.0575,0.195
1,0.14,0.07,3.5,0,0.025
1,0,0.02,1.25,0,0.0075
0,0.12,0.06,12.5,0.0225,0.0725
0,0.33,0.03,5.25,0.0225,0.01
1,0.01,0.07,6.25,0.0075,0.0575
0,0.03,0.07,11.25,0,0.0375
0,0.17,0.04,5,0.175,0.0125
0,0.04,0,3.5,0.02,0.0375
0,0.21,0,6.25,0.0925,0.0125
0,0.11,0.04,10.5,0.02,0.0275
0,0.03,0,2,0.0125,0.0125
0,0.05,0.18,13.75,0.0125,0.0625
0,0.07,0.33,7.5,0,0.38
3,0.27,0.04,1.25,0.1825,0.08
0,0.32,0.17,2.5,0.1325,0.0125
0,0.2,0.11,4.5,0.135,0.0325
0,0.1,0.25,13.75,0.04,0.09
0,0.08,0.07,1.25,0.0125,0.06
0,0.08,0.05,10.5,0.035,0.0375
0,0.08,0,2.75,0,0.0025
0,0.06,0,3.75,0.015,0.02
0,0,0.15,5.25,0,0.075
0,0,0,1.25,0,0.0025
0,0.05,0.16,13.5,0.0325,0.1325
0,0.06,0.16,14,0.0575,0.15
0,0,0,0.5,0,0
0,0.02,0,2,0,0.025
0,0,0.15,8.25,0,0.0475
0,0.1,0,1.5,0.02,0
0,0,0,4,0,0.045
0,0.18,0.04,1.25,0,0.08
0,0.06,0.01,2.25,0.0175,0.0025
0,0,0.17,6.5,0,0.0375
0,0.21,0.01,4.5,0.07,0.015
0,0.05,0.07,5,0.0275,0.0075
0,0,0,1,0,0.005
8,0.01,0,1.75,0.0125,0.0075
3,0.21,0.1,17.5,0.18,0.0625
0,0.07,0.09,11.75,0.04,0.0475
3,0.05,0,0.75,0.0125,0.01
0,0.08,0,2.75,0.02,0.005
5,0,0.39,10.25,0,0.175
0,0.09,0.06,5,0.04,0.05
6,0.01,0.03,2,0.0675,0.01
0,0.12,0.03,9.25,0.045,0.02
0,0.01,0.06,9,0.0075,0.095
0,0.21,0,4.25,0.0525,0.0075
7,0.19,0.06,2,0,0.005
0,0.03,0.16,5.25,0.005,0.06
0,0.02,0.05,6,0.0275,0.0875
0,0.45,0,3.25,0.115,0.015
0,0.07,0.04,3,0.0275,0.015
0,0.02,0.02,8.75,0.0175,0.03
0,0.04,0,3.75,0.02,0.0025
0,0.27,0.15,3.25,0.02,0.015
0,0.13,0,2.75,0.1225,0
0,0.03,0.17,21.75,0.0125,0.0425
0,0.25,0,2.5,0.155,0.01
0,0.32,0.04,2.25,0.19,0.0925
2,0.08,0.06,18.5,0.1075,0.03
0,0.08,0.02,11,0.025,0.0325
0,0.15,0.04,1.75,0.0225,0.0125
1,0,0,2.75,0,0.005
6,0.17,0.24,10,0.06,0.0625
0,0.06,0,1,0.0275,0.0175
0,0,0.01,3.5,0.0125,0.0025
0,0.05,0.55,12,0.0525,0.16
0,0.14,0.07,2.75,0,0.025
0,0,0.02,1.75,0,0.005
0,0.12,0.06,17.5,0.0225,0.1225
0,0.01,0.07,6.5,0.025,0.075
0,0.17,0.04,5,0.175,0.03
0,0.21,0,5,0.0925,0.0125
6,0.11,0.04,12.5,0.0575,0.025
1,0.03,0,3.25,0.01,0.0125
0,0.05,0.18,11,0,0.09
0,0.07,0.33,10.5,0.0125,0.39
0,0.27,0.04,1.25,0.1375,0.06
0,0.32,0.17,2.25,0.1325,0.01
3,0.01,0.09,20.5,0.005,0.1
0,0.2,0.11,5,0.155,0.035
2,0.08,0.07,1.5,0.01,0.0475
1,0.11,0,1.5,0.0275,0.005
0,0.08,0.05,12.25,0.1425,0.04
0,0.08,0,2.25,0.0075,0.0025
0,0.06,0,4,0.0125,0.02
0,0,0.15,8.25,0.015,0.08
0,0,0,1.5,0,0
0,0.05,0.04,0.25,0.02,0.0025
0,0.02,0.1,1.25,0.0125,0.0525
0,0,0.01,6.25,0,0.0075
0,0.06,0.16,18,0.0775,0.14
0,0,0,2,0,0.0075
0,0.02,0,2,0,0.0175
0,0,0.1,13.25,0,0.06
0,0.1,0,2,0.02,0.0075
0,0,0,3,0,0.0475
0,0.04,0.15,10.75,0.0325,0.0525
0,0.18,0.04,2.25,0.035,0.08
0,0.06,0.01,2.25,0.0175,0.0025
0,0,0.17,11,0,0.17
0,0.21,0.01,3.25,0.045,0.01
0,0.05,0.07,3.5,0.035,0.0075
0,0,0,1,0,0.01
0,0.01,0,1.75,0.02,0.0075
0,0.21,0.1,15.5,0.0325,0.1275
0,0.28,0.04,6,0.3975,0.0675
0,0.07,0.09,10.25,0.03,0.0375
0,0.08,0,2,0,0.005
0,0.02,0.02,0.75,0.0225,0.015
0,0.07,0,2,0,0.005
0,0,0.43,11,0,0.39
0,0.11,0.23,4.25,0.05,0.055
0,0.01,0.03,9.5,0.0025,0.0975
0,0.18,0.02,2.75,0.0275,0.0075
0,0,0.05,2.75,0.0975,0.0025
0,0.02,0.05,5.75,0.0175,0.0525
0,0.29,0.02,2.5,0.115,0.0175
0,0.08,0.03,3.25,0.0425,0.0225
0,0.02,0.02,11.25,0.025,0.0325
1,0.05,0,3,0.02,0.005
0,0.29,0.05,3.5,0.035,0.105
2,0.15,0,3,0.0475,0
0,0.03,0.06,20.5,0.0125,0.11
0,0.38,0,3.75,0.1425,0.055
6,0.44,0.15,3,0.2075,0.115
0,0.1,0.08,23.5,0.125,0.035
3,0.1,0.03,10,0.025,0.035
0,0.22,0.09,1.25,0.035,0.0125
2,0,0,2.75,0,0.005
0,0.12,0.16,11.25,0.1,0.0725
0,0.07,0.07,9.75,0.04,0.0375
0,0.08,0,2.25,0.0275,0.035
8,0.02,0.01,3.25,0.0325,0.0125
6,0.08,0.53,13.75,0.0725,0.0675
4,0.1,0.04,2,0,0.005
0,0,0.01,2.25,0,0.005
0,0.11,0.1,12,0.0175,0.085
0,0.17,0.01,5,0.0225,0.0125
0,0.04,0.06,6.5,0.0325,0.12
0,0.13,0.04,4.5,0.175,0.0275
0,0.06,0,2.5,0.1125,0.035
0,0.03,0.06,12.5,0.0125,0.035
1,0.04,0.12,7,0,0.0425
3,0.08,0.01,13.5,0.075,0.0725
0,0.14,0.01,2.25,0.0375,0.0075
0,0.02,0.02,3,0.01,0.03
0,0.03,0.12,13,0.02,0.0725
0,0.08,0.2,14,0.0225,0.4275
1,0.27,0.14,2,0.0925,0.0125
3,0.01,0.07,18.5,0,0.2525
2,0.11,0.01,5.25,0,0.1
0,0.26,0.06,6,0.1125,0.035
0,0.04,0,11.75,0.03,0.03
0,0.04,0.03,1.5,0.01,0.0625
0,0.1,0,2,0.09,0.0025
2,0.1,0.03,12.75,0.1075,0.0425
0,0.06,0,2.25,0.0075,0.005
0,0.01,0.09,10.25,0.0125,0.1825
0,0,0,1.75,0,0
0,0.03,0.13,1,0,0.0575
0,0.05,0.17,9.75,0.01,0.0275
0,0.06,0.14,13.25,0.0775,0.1
0,0.02,0,2.25,0,0.0075
0,0,0.06,11.25,0,0.06
0,0.07,0,3,0.02,0.02
6,0,0,2.75,0,0.045
5,0.03,0.1,9,0.0075,0.07
0,0.2,0.03,2.25,0.0475,0.07
1,0.04,0.02,2.25,0.0175,0.0025
9,0.21,0.01,3.75,0.055,0.0125
0,0.06,0.05,3.5,0.035,0.0075
0,0,0,1.5,0,0.015
0,0.12,0.12,18,0.0525,0.1175
0,0.05,0.06,14.75,0.035,0.04
5,0.03,0.03,0.75,0.0225,0.015
9,0.02,0,2,0,0.0025
0,0,0.47,11.75,0,0.2825
1,0.19,0.18,3.75,0.1125,0.0525
0,0,0.07,7,0.0025,0.115
0,0.2,0,2.25,0.0725,0.0025
0,0.06,0.02,1.75,0.0025,0.0075
0,0,0.43,0,0,0
0,0.02,0.12,4.75,0.03,0.1625
0,0.09,0.02,2.25,0.115,0.015
0,0.09,0.03,3,0.0575,0.01
0,0.02,0.01,10.25,0.0125,0.0275
0,0.07,0,4.5,0.02,0.005
0,0.22,0.01,3.25,0,0.0025
0,0,0.02,5,0,0.0125
0,0.03,0.02,18.25,0,0.1075
0,0.18,0.04,2.5,0.0475,0.055
0,0.28,0.16,2.5,0.0675,0.1925
0,0.12,0.13,23.25,0.0375,0.04
0,0.02,0.1,11.25,0.025,0.045
6,0.18,0.03,1.5,0.12,0.015
0,0,0,3.25,0,0.005
0,0.14,0.16,13.25,0.1,0.1075
0,0.09,0,11.25,0.04,0.0375
0,0.09,0.03,2.5,0.0425,0.0375
4,0.13,0.03,3.75,0.0675,0.015
0,0.04,0.36,12.5,0.095,0.135
0,0,0.04,1.75,0,0.0075
0,0,0.04,3.5,0,0.0125
0,0,0,2.5,0,0.0075
0,0.1,0.12,14,0.03,0.09
0,0.13,0.1,5.75,0.0975,0.0125
0,0.03,0.19,8.75,0.0325,0.2075
0,0.12,0,3.25,0.1125,0.0125
0,0.06,0.13,19,0.06,0.115
6,0.15,0.01,2,0.105,0.0075
0,0.06,0.08,5.75,0.04,0.065
0,0.01,0.16,18.5,0.02,0.1025
0,0.17,0.17,8.75,0.215,0.015
3,0.24,0.07,2.25,0.0375,0.0125
4,0.01,0.22,18,0,0.2925
0,0.24,0.06,4.75,0.0225,0.0325
9,0.05,0.08,24,0.035,0.1125
0,0,0.16,9.5,0,0.045
0,0.03,0.09,1.25,0.01,0.02
0,0.17,0,1.75,0.0675,0.0025
5,0.02,0.02,1.75,0.0075,0.005
0,0.02,0.34,10.5,0.01,0.145
0,0,0,2.75,0,0.0075
0,0.15,0,1.5,0.0225,0.005
0,0.03,0.05,2.25,0,0.0275
0,0,0.01,6.75,0,0.0075
0,0.04,0.22,15.75,0.0225,0.2
0,0,0,1.5,0,0.0125
0,0.08,0.01,2,0.0375,0.015
0,0.11,0.15,8,0.0425,0.02
3,0,0.02,8.25,0,0.0225
2,0.04,0,3.75,0.0175,0.02
0,0.04,0.17,7.75,0,0.12
0,0,0.04,5.75,0,0.005
0,0.03,0.03,1.75,0.0175,0.0025
0,0.13,0.03,2,0.0625,0.055
0,0.04,0.17,12.25,0.0125,0.115
0,0.22,0.01,4.5,0.075,0.015
6,0.04,0.14,3.25,0.035,0.0075
0,0,0,1.25,0,0.015
0,0.42,0.07,5.75,0.3575,0.0425
0,0.09,0.08,13.75,0.0225,0.04
3,0.02,0.57,11.25,0.01,0.305
0,0.06,0,8.75,0,0.0075
0,0.16,0.14,2.75,0.11,0.045
0,0.19,0.03,1.75,0.1975,0.0275
0,0.01,0.01,5.25,0.0125,0.015
3,0,0.08,6,0,0.04
0,0.25,0,1.75,0.105,0.0025
0,0.07,0.02,1.75,0.0225,0.0075
0,0,0.26,6.5,0,0.06
0,0.02,0.07,5,0.03,0.125
0,0.09,0.02,2,0.025,0.015
0,0.07,0.06,2.25,0.0575,0.035
0,0.02,0.01,10.75,0.0125,0.02
0,0.19,0,5.25,0.0225,0.005
0,0.09,0,3.25,0,0.005
0,0,0.04,4.5,0,0.0125
0,0.03,0.1,18.75,0,0.125
0,0.19,0.05,2.25,0.03,0.0575
0,0.31,0.18,2.5,0.0675,0.2375
0,0.03,0.1,7.5,0,0.0375
0,0.24,0.03,2,0.125,0.0125
0,0,0,3,0,0.0025
1,0.18,0.18,10.75,0.06,0.07
1,0.09,0.07,12.25,0.04,0.08
3,0.1,0.03,3.75,0.0325,0.0425
0,0.15,0.07,3,0.0675,0.0225
0,0.09,0.03,1.5,0.0325,0.0225
0,0,0.02,4.25,0,0.02
0,0.09,0.13,13,0.015,0.0925
6,0.13,0.14,5.25,0.1175,0.0575
3,0.06,0.15,9.75,0.0475,0.2125
0,0.14,0,3.25,0.1125,0.0025
0,0.13,0.12,4,0.0175,0.0025
7,0.11,0.06,5.75,0.155,0.0625
6,0.01,0.08,20.5,0.02,0.0725
0,0.08,0.21,20,0.085,0.22
0,0.22,0.06,2.25,0.0475,0.015
0,0.05,0.17,19.75,0.0275,0.2725
0,0.01,0.06,20,0.02,0.05
0,0,0.01,2.25,0,0.0125
0,0.13,0.04,4.75,0.0225,0.02
0,0.04,0.08,26,0.0325,0.125
0,0,0.18,10,0,0.0775
9,0.08,0.15,2,0.0275,0.0325
0,0.13,0,1.25,0.0675,0.0025
0,0.08,0.03,10,0.1125,0.03
0,0.32,0.03,3.75,0.2175,0.015
0,0.03,0.14,2,0.025,0.0075
0,0.01,0,2.75,0.0125,0.005
0,0.01,0.24,11,0.01,0.1325
0,0,0.01,2.75,0,0.0525
0,0.17,0,2.25,0.04,0.0025
0,0.02,0.03,4,0.01,0.0275
0,0.04,0.01,7,0.02,0.0025
5,0.03,0.07,3,0.0125,0.0325
0,0.09,0.01,3.25,0.0375,0.0375
0,0.04,0,2.75,0.0125,0.0125
0,0,0.09,6,0,0.03
5,0.13,0.22,14.25,0.0375,0.15
0,0.03,0,3.75,0,0.015
3,0,0.12,7.75,0.0075,0.0925
0,0,0,9.75,0,0.0225
0,0.02,0.02,1.75,0,0.0025
0,0.09,0.02,1.75,0.0625,0.0025
0,0.17,0.01,5,0.05,0.0175
0,0.1,0.15,2.25,0.0475,0.0075
0,0,0,1.5,0,0.0175
7,0.38,0.07,4.25,0.0075,0.0075
0,0.2,0.16,12,0.06,0.1025
0,0.07,0.1,10.75,0.0175,0.0125
0,0,0.02,0,0,0
0,0.08,0,4.25,0.0425,0.0025
6,0.13,0,1.75,0.1825,0.0075
0,0.02,0.42,12.75,0.0225,0.315
0,0.12,0,7.75,0,0.07
0,0.16,0.19,3.5,0.11,0.0425
0,0.23,0.01,1.25,0.14,0.025
0,0.01,0.01,5.75,0.01,0.02
0,0,0.17,5.5,0,0.065
0,0.24,0,2.5,0.12,0.005
0,0.05,0.02,1.75,0.02,0.0025
0,0,0.16,8.75,0,0.0575
0,0.03,0.11,5.25,0.0225,0.1
0,0.14,0.03,1.75,0.025,0.01
0,0.1,0.07,2.75,0.04,0.035
0,0.01,0.01,9.25,0.0075,0.015
0,0,0,6,0,0.02
1,0.25,0,5,0.0225,0.005
1,0.04,0,3.5,0.0125,0.0075
2,0.07,0.04,5.25,0.0375,0.0175
3,0.09,0.14,25.25,0.03,0.125
7,0.12,0.25,3,0.0675,0.1775
0,0.03,0.09,7.5,0,0.035
0,0.25,0.03,2.25,0.1325,0.005
1,0.1,0,2.5,0.07,0.0025
0,0.18,0.22,10,0.0525,0.0775
0,0.19,0.06,4,0.0175,0.0275
0,0.34,0.13,2.75,0.07,0.02
0,0.07,0.1,13.5,0.02,0.0825
0,0.1,0.02,2,0.0475,0.0225
0,0.04,0.06,4.75,0.0225,0.025
0,0.04,0.14,9.75,0.0225,0.225
0,0.12,0.1,4.75,0.1225,0.0525
0,0.12,0,3.75,0.095,0.0025
0,0.11,0.12,6.75,0.0175,0.0225
0,0.1,0.29,17.25,0.0475,0.22
0,0.11,0,0.75,0.03,0.005
0,0.25,0.08,4.25,0.1975,0.0625
0,0.01,0.21,20.5,0.02,0.075
5,0.05,0.76,16.25,0.03,0.41
0,0.12,0,4.25,0.0475,0.025
0,0.07,0.2,27,0.035,0.27
2,0.01,0.12,22.75,0.0175,0.0675
0,0,0,2.75,0,0.0175
9,0.06,0,5.25,0,0.025
2,0,0.23,16.75,0.01,0.3075
1,0.19,0.1,3.25,0.115,0.035
1,0.07,0.17,13.25,0.03,0.0775
0,0.3,0.03,3,0.1925,0.0125
0,0.04,0.13,1.5,0.015,0.005
0,0.06,0,4.75,0.03,0.0025
0,0.01,0.2,10.5,0.005,0.1275
5,0,0.02,3.25,0,0.0525
0,0.16,0,2,0.04,0.0125
0,0.03,0,4.25,0.0075,0.0225
0,0.03,0.19,12,0.0125,0.0925
2,0.01,0.34,18.75,0,0.2575
0,0.11,0.06,4,0.045,0.2175
2,0,0.07,7,0,0.03
0,0.09,0,4.5,0.0175,0.0125
2,0.25,0,3,0.1225,0
0,0.01,0.16,8,0.0125,0.08
0,0.03,0.03,1.75,0,0.0025
0,0.1,0.02,1.25,0.04,0.0075
0,0.02,0.09,12.25,0.0175,0.0175
0,0.16,0,5.25,0.0625,0.0175
0,0.08,0.04,1.75,0.02,0.005
0,0,0,1.5,0,0.015
0,0.26,0.08,1.25,0.045,0.005
3,0.18,0.18,14,0.0775,0.08
0,0.1,0.1,12,0.09,0.015
0,0.12,0,3.25,0.0425,0.0025
1,0.2,0,3,0.3625,0.0075
3,0.02,0.52,11.25,0.03,0.0575
0,0.1,0.12,4.25,0.105,0.03
0,0.15,0.01,2,0.08,0.035
0,0,0.01,7,0.0075,0.02
0,0,0.15,6.5,0,0.0975
6,0.21,0,2.75,0.11,0.005
0,0.04,0.02,2.25,0.0275,0.0275
0,0,0.14,7.5,0.02,0.0525
0,0.03,0.09,5.75,0.03,0.1025
0,0.1,0.02,2,0.065,0.015
0,0.08,0.05,2.75,0.025,0.0675
0,0.01,0.01,9.5,0,0.025
0,0.2,0,4.75,0.0225,0.0025
6,0.03,0,3.75,0.0125,0.03
0,0.06,0.03,4,0.0275,0.015
0,0.06,0.09,25,0.035,0.06
0,0.1,0.04,2.75,0.0125,0.0275
0,0.08,0.17,3.5,0.0775,0.1825
0,0.11,0.12,20.25,0.05,0.11
0,0.02,0.09,8,0,0.0325
1,0.1,0,3,0.095,0.0025
1,0.17,0.22,10,0.0175,0.1225
0,0.1,0.03,2.75,0.03,0.01
0,0.18,0.07,3.5,0.04,0.02
0,0.06,0.18,11.75,0.0475,0.1225
0,0.1,0.02,1.75,0.0475,0.0225
0,0.04,0.06,5,0.0225,0.025
0,0,0.02,2,0,0.0075
0,0.13,0.1,5,0.1175,0.0475
0,0.05,0.14,13.25,0.0225,0.16
0,0.17,0,5,0,0.0025
0,0.16,0.19,5.25,0.0175,0.02
3,0.09,0.26,16.25,0.0375,0.1825
0,0.1,0,2.75,0.0375,0.005
0,0.22,0.07,6.75,0.215,0.0825
0,0.01,0.18,20.25,0,0.075
3,0.05,0.72,22.5,0.03,0.51
2,0.47,0,4.25,0.0875,0.04
0,0.11,0,3.75,0.0475,0.0225
4,0.06,0.19,28.25,0.04,0.095
0,0.01,0.06,16.75,0.0175,0.0525
0,0.03,0,7,0.065,0.085
0,0.07,0.17,14,0.03,0.2
3,0.36,0.03,3,0.1925,0.0075
0,0.04,0.14,1.5,0.015,0.0025
0,0.06,0,3.75,0.0225,0.0025
0,0.01,0.21,10.75,0.005,0.075
0,0,0.02,3.25,0,0.055
9,0.16,0,1.75,0.03,0.01
0,0.03,0,5.25,0.015,0.02
0,0.04,0,6.25,0.02,0.0025
0,0.01,0.31,28,0,0.27
0,0,0.06,16.25,0.015,0.0525
0,0.16,0.25,22.25,0.05,0.2325
0,0.03,0.11,8,0.0125,0.0525
0,0.09,0,4.25,0.0175,0.0025
0,0.25,0,2.25,0.1225,0
2,0.01,0.15,7.75,0.0125,0.0575
0,0.03,0.03,1.75,0.03,0.0025
0,0.12,0.03,1.75,0.0275,0.0075
0,0.03,0.11,11.25,0.0525,0.0175
0,0.19,0,4,0.07,0.015
0,0.08,0.04,2.25,0.02,0.005
9,0.26,0.07,1.5,0.0275,0
0,0.17,0.17,13,0.0525,0.0725
0,0.09,0.1,7.25,0.075,0.0125
0,0.11,0,3,0.0425,0.0025
2,0.03,0.57,10,0.03,0.045
0,0.19,0.01,2.25,0.0925,0.0125
0,0.03,0.03,7,0.025,0.015
0,0,0,12.25,0,0.1025
0,0,0,8,0,0.1125
6,0,0,3.5,0.195,0.01
0,0,0,2.25,0.0275,0.04
0,0,0,10.25,0.02,0.045
0,0.05,0.05,5,0.0275,0.0075
0,0.08,0,2.5,0.065,0.015
0,0.08,0.08,2,0.065,0.065
0,0.01,0.01,8,0,0.0225
0,0.11,0,3,0.0225,0.0025
6,0.21,0.04,3,0.1525,0.03
0,0.04,0.01,6,0.0275,0.015
0,0,0,22,0.035,0.0575
0,0,0,4,0.0125,0.0175
0,0,0,4,0.04,0.085
0,0,0,20.25,0.05,0.11
0,0.23,0.01,2.75,0.0525,0.0025
0,0.1,0,2,0.095,0.0075
0,0.07,0.27,10.75,0.0275,0.2225
0,0,0,8.25,0.0125,0.11
0,0,0,3.25,0.05,0.01
0,0,0,2.75,0.025,0.075
0,0,0,10.75,0.0425,0.1075
0,0.11,0.03,4.25,0.0475,0.025
0,0,0.02,1.75,0,0.005
0,0.16,0.13,5.75,0.09,0.0675
0,0.05,0.23,12.75,0.0325,0.1775
0,0.13,0,3.75,0,0.0025
0,0.11,0,1.5,0.03,0.0075
0,0,0.54,12.75,0.0375,0.36
7,0.17,0.03,3.25,0.0725,0.0075
0,0.26,0.07,5.25,0.2,0.0475
0,0.18,0,4,0.065,0.09
1,0.06,0,3.25,0.0475,0.0225
2,0.05,0.22,28,0.04,0.0575
0,0,0,9.5,0.0075,0.035
0,0,0,1,0,0.0125
0,0,0,6.5,0.065,0.0775
0,0.03,0.19,16,0.03,0.23
